Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
"Rational expressions: add, subtract",https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_Oo3NWXbLixxNcRnl3agEn,10e,_Oo3NWXbLixxNcRnl3agEn,_Jf7QD0G0X3t4g650OVkgc,,94. BA-Basics: Subtract two rational expr - one numerator is a binomial,,,,
"Rational expressions: add, subtract",https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_oNHcwzZcd9SK1e60jJKe4,10e,_oNHcwzZcd9SK1e60jJKe4,_Jf7QD0G0X3t4g650OVkgc,,95. BA-Basics: Sum a binomial and an algebraic fraction,,,,
"Rational expressions: add, subtract",https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_Z5VlD21hG7y5zBEYURnXP,10e,_Z5VlD21hG7y5zBEYURnXP,_Jf7QD0G0X3t4g650OVkgc,,96. BA-Basics: Difference of a binomial and an algebraic fraction,,,,
"Rational expressions: add, subtract",https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_P7pOuEjzQMw0ZDKEFFBFT,10e,_P7pOuEjzQMw0ZDKEFFBFT,_Jf7QD0G0X3t4g650OVkgc,,"97. BA-Basics: Add two rational expressions, both contain binomials",,,,
"Rational expressions: add, subtract",https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_XMlxJT8wr1xv1nAZ473TW,10e,_XMlxJT8wr1xv1nAZ473TW,_Jf7QD0G0X3t4g650OVkgc,,98. BA-Basics: Subtract two rational expr - both contain binomials,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_YEpidBJCdSTTNB4S4QOJ0,,_YEpidBJCdSTTNB4S4QOJ0,_Jf7QD0G0X3t4g650OVkgc,,Problem 99: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_Q2Pa85pDCYIb0BYFdf3q5,,_Q2Pa85pDCYIb0BYFdf3q5,_Jf7QD0G0X3t4g650OVkgc,,Problem 100: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_cCOedIKM8mfX2QRarIblM,,_cCOedIKM8mfX2QRarIblM,_Jf7QD0G0X3t4g650OVkgc,,Problem 101: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_1jNBHHoSF6JptjbaAZQbM,,_1jNBHHoSF6JptjbaAZQbM,_Jf7QD0G0X3t4g650OVkgc,,Problem 102: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_mllLRd2uBePHhIqZNvcSL,,_mllLRd2uBePHhIqZNvcSL,_Jf7QD0G0X3t4g650OVkgc,,Problem 103: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_Agh4rY8lhq8D7XbFEQart,,_Agh4rY8lhq8D7XbFEQart,_Jf7QD0G0X3t4g650OVkgc,,Problem 104: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_lUoNdfZOYP5K7AkWdX5nW,,_lUoNdfZOYP5K7AkWdX5nW,_Jf7QD0G0X3t4g650OVkgc,,Problem 105: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_UF8jTNf48UujVQ7pF3ifx,,_UF8jTNf48UujVQ7pF3ifx,_Jf7QD0G0X3t4g650OVkgc,,Problem 106: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_95zGUX7JZE6K7gXFv3QOL,,_95zGUX7JZE6K7gXFv3QOL,_Jf7QD0G0X3t4g650OVkgc,,Problem 107: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_W83pzGflelY28zeFW3unr,,_W83pzGflelY28zeFW3unr,_Jf7QD0G0X3t4g650OVkgc,,Problem 108: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_F39VL8C9blnSg9xrBvbrY,,_F39VL8C9blnSg9xrBvbrY,_Jf7QD0G0X3t4g650OVkgc,,Problem 109: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_VMNb9X2zBuTDd0kaxQjrf,,_VMNb9X2zBuTDd0kaxQjrf,_Jf7QD0G0X3t4g650OVkgc,,Problem 110: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_ods4o6q48Rkam2bUj6fK2,,_ods4o6q48Rkam2bUj6fK2,_Jf7QD0G0X3t4g650OVkgc,,Problem 111: BA-Basics,,,,
Properties of rational exponents and radicals,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_gMEvxrUFcw3WZ2tCnhA0H,3b,_gMEvxrUFcw3WZ2tCnhA0H,_Jf7QD0G0X3t4g650OVkgc,,112. BA-Basics - simplify the product of two square roots,,,,
Properties of rational exponents and radicals,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_6tYXzn1h4cI7WrBoYePwW,3b,_6tYXzn1h4cI7WrBoYePwW,_Jf7QD0G0X3t4g650OVkgc,,113. BA-Basics - take difference of terms involving square roots,,,,
Properties of rational exponents and radicals,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_VBAZNMH8lVkPO4MxEZEes,3b,_VBAZNMH8lVkPO4MxEZEes,_Jf7QD0G0X3t4g650OVkgc,,114: BA-Basics - simplify a ratio of square root terms,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_hgwxFqAmrfTzxXVOaoSVu,,_hgwxFqAmrfTzxXVOaoSVu,_Jf7QD0G0X3t4g650OVkgc,,Problem 115: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_5s5dHVcBJzaP8tfab3r6X,,_5s5dHVcBJzaP8tfab3r6X,_Jf7QD0G0X3t4g650OVkgc,,Problem 116: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_DJw3w1h5fdPdI6A0njvdw,,_DJw3w1h5fdPdI6A0njvdw,_Jf7QD0G0X3t4g650OVkgc,,Problem 117: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_LkjMfPKo1cRoeb3t8g2Xq,,_LkjMfPKo1cRoeb3t8g2Xq,_Jf7QD0G0X3t4g650OVkgc,,Problem 118: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_w7yt21oDZ98uZWuDIrw5u,,_w7yt21oDZ98uZWuDIrw5u,_Jf7QD0G0X3t4g650OVkgc,,Problem 119: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_Jf7QD0G0X3t4g650OVkgc/_NsxabBkp1DZ68W0xn8Mw3,,_NsxabBkp1DZ68W0xn8Mw3,_Jf7QD0G0X3t4g650OVkgc,,Problem 120: BA-Basics,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_gTMKPJY2lEMqtuD7nxooF,,_gTMKPJY2lEMqtuD7nxooF,,BA-Lines,,,,,
Applications and models,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_gG3ZTJAkY4HrRpM69hlge,8k,_gG3ZTJAkY4HrRpM69hlge,_gTMKPJY2lEMqtuD7nxooF,,1. BA-Lines: population growth of a city,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_tJRRUlZitPvg0lVyUASy9,,_tJRRUlZitPvg0lVyUASy9,_gTMKPJY2lEMqtuD7nxooF,,2: BA-Lines: population growth of a city (duplicate),,,,
Equations of lines: slope-intercept form,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_FFXeepaZXDIKYcDiIlxah,8c,_FFXeepaZXDIKYcDiIlxah,_gTMKPJY2lEMqtuD7nxooF,,3. BA-Lines: write eq in slope-int form given slope and y-int,,,,
Graphs of lines,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_v7qteiQX4TdbT6SIVxM7c,8j,_v7qteiQX4TdbT6SIVxM7c,_gTMKPJY2lEMqtuD7nxooF,,4. BA-Lines: find x and y intercepts,,,,
Graphs of lines,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_YbNas0BkbliMeCcbIQpXc,8j,_YbNas0BkbliMeCcbIQpXc,_gTMKPJY2lEMqtuD7nxooF,,Problem 5: BA-Lines,,,,
Linear equations,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_8tjH0gnN7f66tArN8rmwd,"8h, 13a",_8tjH0gnN7f66tArN8rmwd,_gTMKPJY2lEMqtuD7nxooF,,Problem 6: BA-Lines,,,,
Equations of lines: slope-intercept form,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_0qklVsY1YZmz2Dp7mlQEs,8c,_0qklVsY1YZmz2Dp7mlQEs,_gTMKPJY2lEMqtuD7nxooF,,7. BA-Lines - rewrite equation in general form in slope-intercept form,,,,
Equations of lines: slope-intercept form,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_nhMCAXDWJEsyaWamctTxI,8c,_nhMCAXDWJEsyaWamctTxI,_gTMKPJY2lEMqtuD7nxooF,,8. BA-Lines: write eq in slope-int form given through-pt and slope,,,,
Parallel and perpendicular lines,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_nnWZ8LdUOhTRwhwSbVKQt,8b,_nnWZ8LdUOhTRwhwSbVKQt,_gTMKPJY2lEMqtuD7nxooF,,9: BA-Lines - find value of k that makes two lines parallel,,,,
Equations of lines: slope-intercept form,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_AiMc7Nbk6rQksmkvd5HPC,8c,_AiMc7Nbk6rQksmkvd5HPC,_gTMKPJY2lEMqtuD7nxooF,,10. BA-Lines: write eq in slope-int form given two points,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_HGDPUtMTjsrkU4gdcAGJd,,_HGDPUtMTjsrkU4gdcAGJd,_gTMKPJY2lEMqtuD7nxooF,,11: BA-Lines - find equation given parallel line and through-point,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_IT09P50EdoCzEwjAl5E0W,,_IT09P50EdoCzEwjAl5E0W,_gTMKPJY2lEMqtuD7nxooF,,Problem 12: BA-Lines,,,,
Linear functions,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_QG4tVYQFq4RM1QXGvqFzX,8g,_QG4tVYQFq4RM1QXGvqFzX,_gTMKPJY2lEMqtuD7nxooF,,13. BA-Lines: Determine linear function given two function values,,,,
Parallel and perpendicular lines,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_CrwloBcGjlsFyijO8LPdU,8b,_CrwloBcGjlsFyijO8LPdU,_gTMKPJY2lEMqtuD7nxooF,,14: BA-Lines - find value of k s.t. two lines are perpendicular,,,,
Equations of lines: slope-intercept form,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_2P7h4BVekHjR97ONzU2sc,8c,_2P7h4BVekHjR97ONzU2sc,_gTMKPJY2lEMqtuD7nxooF,,15: BA-Lines - find equation given through-point and parallel line,,,,
Equations of lines: slope-intercept form,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_Ca6ZKu0AN7fxljIJ0DvTH,8c,_Ca6ZKu0AN7fxljIJ0DvTH,_gTMKPJY2lEMqtuD7nxooF,,16: BA-Lines - Find equation given through-point and perpendicular line,,,,
Linear equations,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_LCOMmybOvHqyEL1nIvUkC,8h,_LCOMmybOvHqyEL1nIvUkC,_gTMKPJY2lEMqtuD7nxooF,,17. BA-Lines: Solve linear equation for x,,,,
Solving equations with absolute values,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_wmrgp5WM1Y0LsgmJvBdYr,2a,_wmrgp5WM1Y0LsgmJvBdYr,_gTMKPJY2lEMqtuD7nxooF,,18. BA-Lines: Solve abs. value equation for x (1),,,,
Solving equations with absolute values,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_s0iawZLxcoupRFbiNr8pp,2a,_s0iawZLxcoupRFbiNr8pp,_gTMKPJY2lEMqtuD7nxooF,,19. BA-Lines: Solve abs. value equation for x (2),,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_Nuqz9vAOAJEwH68eAntiX,,_Nuqz9vAOAJEwH68eAntiX,_gTMKPJY2lEMqtuD7nxooF,,20. BA-Lines: Solve abs. value equation for x (3),,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_jW8knEPpIMfIPXTGjQErt,,_jW8knEPpIMfIPXTGjQErt,_gTMKPJY2lEMqtuD7nxooF,,Problem 21: BA-Lines,,,,
Parallel and perpendicular lines,https://www.doenet.org/courseactivityeditor/_gTMKPJY2lEMqtuD7nxooF/_aMxtIvTHmR1msAfFGXsJk,"8b, 8h",_aMxtIvTHmR1msAfFGXsJk,_gTMKPJY2lEMqtuD7nxooF,,Problem 22: BA-Lines - find any linear equation given parallel line and through-point,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_gUCDUGcYoMypenc7ISrXe,,_gUCDUGcYoMypenc7ISrXe,,BA-Seq,,,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_gHx5wTEmtVySOb7MDZX6f,18b,_gHx5wTEmtVySOb7MDZX6f,_gUCDUGcYoMypenc7ISrXe,,1. BA-Seq: given recursive formula for arithmetic sequence determine explicit formula,,,,
Geometric,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_JbXobxcfD4k4NoaJXKRr7,18e,_JbXobxcfD4k4NoaJXKRr7,_gUCDUGcYoMypenc7ISrXe,,"2: BA-Seq - given 2 pts of geometric sequence, find explicit formula",,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_S82rb7wO4mbw0YnCpgxWj,18b,_S82rb7wO4mbw0YnCpgxWj,_gUCDUGcYoMypenc7ISrXe,,"3: BA-Seq - given 2 points of arithmetic sequence, find d, explicit formula, and a_n,",,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_r4Bzf5OLTyT8YqxL4cy9y,18b,_r4Bzf5OLTyT8YqxL4cy9y,_gUCDUGcYoMypenc7ISrXe,,4. BA-Seq: determine general expression given two terms of an arithmetic sequence (mult.choice),,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_weGIsSOzlLSHJVye4HOvf,,_weGIsSOzlLSHJVye4HOvf,_gUCDUGcYoMypenc7ISrXe,,Problem 5: BA-Seq,,,,
Summation formulas,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_UgKCYGdGhIYTpUwv1Rlpz,18d,_UgKCYGdGhIYTpUwv1Rlpz,_gUCDUGcYoMypenc7ISrXe,,6. BA-Seq: find the sum of an arithmetic sequence - mult. choice,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_jDloYPWWvlB0b2L1pZgaP,,_jDloYPWWvlB0b2L1pZgaP,_gUCDUGcYoMypenc7ISrXe,,Problem 7: BA-Seq,,,,
Arithmetic,https://www.doenet.org/courseactivityeditor/_gUCDUGcYoMypenc7ISrXe/_WYAIuwJf6cTcly0cHBeAI,"18b, 18d",_WYAIuwJf6cTcly0cHBeAI,_gUCDUGcYoMypenc7ISrXe,,8: BA-Seq: puzzle problem - application of arithmetic sequence,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_mwdLZusUu441L1srRmuZZ,,_mwdLZusUu441L1srRmuZZ,,BA-ExpLog,,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_BVED1SyI4JQee5KnxdxOu,,_BVED1SyI4JQee5KnxdxOu,_mwdLZusUu441L1srRmuZZ,,1. BA-ExpLog: Evaluate base-10 logarithms,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_SYcn1Rk9CoN4zuy1Ce0hc,17b,_SYcn1Rk9CoN4zuy1Ce0hc,_mwdLZusUu441L1srRmuZZ,,2. BA-ExpLog: Evaluate log with arbitrary base,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_sSjtpwYXR62isXm2wIH7o,,_sSjtpwYXR62isXm2wIH7o,_mwdLZusUu441L1srRmuZZ,,3. BA-ExpLog: Evaluate base-10 log of fraction,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_LM8CrL3sFbTjph3tkjBc3,17b,_LM8CrL3sFbTjph3tkjBc3,_mwdLZusUu441L1srRmuZZ,,4. BA-ExpLog: Simplify using properties of logs to solve for x,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_a8802K86kU8FDcm3U4JxX,17b,_a8802K86kU8FDcm3U4JxX,_mwdLZusUu441L1srRmuZZ,,5. BA-ExpLog: Evaluate log of a fraction with arbitrary base,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_yPY7DP3TDdm2ciXr5Pxgl,17b,_yPY7DP3TDdm2ciXr5Pxgl,_mwdLZusUu441L1srRmuZZ,,6: BA-ExpLog - Equate logarithmic expressions to solve for x,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_x1qfxiJGgLU0mNGXeLpWN,,_x1qfxiJGgLU0mNGXeLpWN,_mwdLZusUu441L1srRmuZZ,,Problem 7: BA-ExpLog,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_3oKl04Jwod9wXunb6Sisb,,_3oKl04Jwod9wXunb6Sisb,_mwdLZusUu441L1srRmuZZ,,Problem 8: BA-ExpLog,,,,
Applications and models - compounding interest,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_h8XE8GyGwHcwKCgZHHTJ9,17j,_h8XE8GyGwHcwKCgZHHTJ9,_mwdLZusUu441L1srRmuZZ,,"9. BA-ExpLog: Solve for A given P,r,t",,,,
Applications and models - compounding interest,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_qv4f9zOCnLYmmygAM5jIh,17j,_qv4f9zOCnLYmmygAM5jIh,_mwdLZusUu441L1srRmuZZ,,"10. BA-ExpLog: Solve for t given A, P, r",,,,
Applications and models - compounding interest,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_sbsLfMAoky3xECd1kGdTI,17j,_sbsLfMAoky3xECd1kGdTI,_mwdLZusUu441L1srRmuZZ,,"11. BA-ExpLog: Solve for P given A, r, t",,,,
Exponential functions,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_hStHI7VFg8WYj4oS6TTUp,"17a, 3a",_hStHI7VFg8WYj4oS6TTUp,_mwdLZusUu441L1srRmuZZ,,12. BA-ExpLog: Unsightly rational expression raised to the power 0,,,,
Exponential functions,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_OBuQu2YOJ6jY4p2DlM5kG,"17a, 3a",_OBuQu2YOJ6jY4p2DlM5kG,_mwdLZusUu441L1srRmuZZ,,13: BA-ExpLog - Unsightly algebraic expression with several terms raised to the power 0,,,,
Exponential functions,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_IeOzlyNBXSoBsVABcz9gZ,"17a, 3a",_IeOzlyNBXSoBsVABcz9gZ,_mwdLZusUu441L1srRmuZZ,,14: BA-ExpLog - Simplify product with one term raised to negative exponent,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_AVIsqgQoZLjXs19MzZ5RO,,_AVIsqgQoZLjXs19MzZ5RO,_mwdLZusUu441L1srRmuZZ,,Problem 15: BA-ExpLog,,,,
Exponential functions,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_zHA8Iq6jNdGYorKBh4JfO,"17a, 3b",_zHA8Iq6jNdGYorKBh4JfO,_mwdLZusUu441L1srRmuZZ,,16. BA-ExpLog - Numerical fraction raised to rational exponent (1),,,,
Exponential functions,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_LN4aregAHEO5AxNhSS8jL,"17a, 3b",_LN4aregAHEO5AxNhSS8jL,_mwdLZusUu441L1srRmuZZ,,17: BA-ExpLog - Numerical fraction raised to a rational exponent (version 2),,,,
Exponential functions,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_eTJzpaUjqX2YLnlwruq23,"17a, 3b",_eTJzpaUjqX2YLnlwruq23,_mwdLZusUu441L1srRmuZZ,,18: BA-ExpLog - Numerical fraction raised to a negative rational exponent,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_GMT7yibXSieK5mf6zN7yg,,_GMT7yibXSieK5mf6zN7yg,_mwdLZusUu441L1srRmuZZ,,19: BA-ExpLog - fraction raised to a rational exponent,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_bUmA0h8yC92LHThe1fgj4,,_bUmA0h8yC92LHThe1fgj4,_mwdLZusUu441L1srRmuZZ,,20: BA-ExpLog - fraction raised to a rational exponent,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_IS6qs6YSC4bTfBDh13nd8,,_IS6qs6YSC4bTfBDh13nd8,_mwdLZusUu441L1srRmuZZ,,21: BA-ExpLog - fraction raised to a negative rational exponent,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_ngLdkzNepU0zDLBO4GlbJ,,_ngLdkzNepU0zDLBO4GlbJ,_mwdLZusUu441L1srRmuZZ,,Problem 22: BA-ExpLog,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_ScbMmGHD3d5XsUVR7CwEO,17b,_ScbMmGHD3d5XsUVR7CwEO,_mwdLZusUu441L1srRmuZZ,,"23. BA-ExpLog: log base-10 of a fraction, powers of 10",,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_HfgG3ppEcu6Tmc6yKxtbs,17b,_HfgG3ppEcu6Tmc6yKxtbs,_mwdLZusUu441L1srRmuZZ,,24. BA-ExpLog: log base-10 of 10^n,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_q4OnNkEm0AJZ21Ab4MeEj,,_q4OnNkEm0AJZ21Ab4MeEj,_mwdLZusUu441L1srRmuZZ,,Problem 25: BA-ExpLog,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_4NKuG2N2xQhTIdp06ek97,17b,_4NKuG2N2xQhTIdp06ek97,_mwdLZusUu441L1srRmuZZ,,26. BA-ExpLog: Simplify the sum of two logarithms using properties,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_PqvsNno67EqoLKZBAYPMJ,17b,_PqvsNno67EqoLKZBAYPMJ,_mwdLZusUu441L1srRmuZZ,,27. BA-ExpLog: Simplify a difference of logarithmic terms using properties,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_DKpfdpr1ED2k2HZei8G6I,,_DKpfdpr1ED2k2HZei8G6I,_mwdLZusUu441L1srRmuZZ,,28. BA-ExpLog: Simplify a fraction * logarithmic term using properties (81),,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_lTwtyqIEmQuUvksugVVK1,,_lTwtyqIEmQuUvksugVVK1,_mwdLZusUu441L1srRmuZZ,,29. BA-ExpLog: Simplify a fraction * logarithmic term using properties (32),,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_0QwSWUDlly7K8lt6nnTAB,17b,_0QwSWUDlly7K8lt6nnTAB,_mwdLZusUu441L1srRmuZZ,,30. BA-ExpLog: Simplify a fraction * logarithmic term using properties (64),,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_RGsHSimk4GHcV6FvtUkL1,17b,_RGsHSimk4GHcV6FvtUkL1,_mwdLZusUu441L1srRmuZZ,,31. BA-ExpLog: log base 10 of a decimal fraction,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_6J65mpj38FjW8au6Zc48U,,_6J65mpj38FjW8au6Zc48U,_mwdLZusUu441L1srRmuZZ,,Problem 32: BA-ExpLog,,,,
Properties of logarithms,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_rR64FBkWmMzWjKb6ctX3N,17b,_rR64FBkWmMzWjKb6ctX3N,_mwdLZusUu441L1srRmuZZ,,33. BA-ExpLog: Simplify an expression of the form log_x x^a,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_hdQ9mZxT3jqDW71C2tzqD,,_hdQ9mZxT3jqDW71C2tzqD,_mwdLZusUu441L1srRmuZZ,,Problem 34: BA-ExpLog,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_gjIlI7cSzMMOL3Q0ZIwUa,,_gjIlI7cSzMMOL3Q0ZIwUa,_mwdLZusUu441L1srRmuZZ,,Problem 35: BA-ExpLog,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_EQhm3QYEzOzKEAu36pOW0,,_EQhm3QYEzOzKEAu36pOW0,_mwdLZusUu441L1srRmuZZ,,36. BA-ExpLog:,,,,
Exponential and logarithmic equations,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_BR6ztBchNvwpgQONR9FtA,17d,_BR6ztBchNvwpgQONR9FtA,_mwdLZusUu441L1srRmuZZ,,"37. BA-ExpLog: Solve for x, given 10^x = a",,,,
Exponential and logarithmic equations,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_zCffaOVIuYkKyzVHOYgEO,17d,_zCffaOVIuYkKyzVHOYgEO,_mwdLZusUu441L1srRmuZZ,,38. BA-ExpLog: log_10 x = -m,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_mwdLZusUu441L1srRmuZZ/_XlEVui4rqa7iBXz61d4GP,,_XlEVui4rqa7iBXz61d4GP,_mwdLZusUu441L1srRmuZZ,,Problem 39: BA-ExpLog,,,,
